1,链家三林房屋置业专家,:6号线灵岩南路站2房5千。距离8/11号线一站换乘。#浦东租房##豆瓣上海租房##上海租房##上海整租##上海租房无中介##上海·三林地区[地点]##上海租房合租# 上海·三林地区 ,05月21日 21:50,0,0,0,0,https://weibo.com/u/6436736819
3,链家三林房屋置业专家,:浦发绿城2079弄婚房装修，11号线浦三路300米#浦东租房##豆瓣上海租房##上海租房##上海整租##上海租房无中介##上海·三林地区[地点]#。2房只要4500，要的速度啦 上海·三林地区 ,05月21日 16:03,0,0,0,0,https://weibo.com/u/6436736819
4,我爱榛子酥,:#上海租房##上海租房无中介##浦东租房##豆瓣浦东租房##上海浦东租房联播# 在秀浦路周园路交叉口处 圣鑫苑整租了126平 三居室 现寻一个妹子一起合租 作息正常 上班族 房子装修比较舒服 室内有健身器材 楼下有橡胶跑道篮球场 步行十分钟大润发 十五分钟健身房仅限女生 爱干净 作息正常 单身（我是女生）,05月21日,0,1,1,6,https://weibo.com/u/3854624662
6,链家三林房屋置业专家,:整租电梯11楼93平三林东站11号线，5700。#浦东租房##上海·三林地区[地点]##豆瓣上海租房##上海租房##上海整租##上海租房无中介# 上海·三林地区 ,05月19日 21:56,0,0,0,1,https://weibo.com/u/6436736819
8,风口的哈士奇,:（个人转租）康桥地区周康新苑转租 ，光线好通风好， 拎包入住，青客的房子，合同没到期，个人转租，无中介，因工作原因转租，公交很多，地铁11号线，一个人住完美，因为是青客的房子（租的早，价格低，现在同房型价格比我的高），所以不谈价，1415包水网，电费自付！不收取物业费，电梯费，房租月付，随时可入住，近11号线御桥@浦东新区租房 @上海租房无中介联盟 @上海浦东租房互助 @上海租房 @豆瓣浦东租房 @上海浦东租房 #浦东租房##上海租房##康桥租房##豆瓣上海租房##应届毕业生上海租房##上海租房无中介##上海浦东租房联播##上海租房合租#,05月19日 21:13,0,0,1,1,https://weibo.com/u/3641734291
9,用户0603851755,:#上海合租##上海租房无中介##浦东租房#@上海浦东租房联播 #嗨住上海租房##上海合租##上海租房##上海合租找室友# @上海租房 @上海租房无中介 @上海租房知道 @上海租房信息 @看房狗上海租房 @互助找房频道 @互助租房 @魔都租房 @上海租房无中介联盟 @上海租房合租公寓 @上海租房吧 @嗨住租房 @zuber-上海租房 有没有女生一起合租在13号线祁连山南路和真北路附近的？,05月19日,0,0,0,0,https://weibo.com/u/6323875066
11,上海租房专属,:【无中介费】转租。6号线东靖路附近，海韵茗庭精装一室户，因工作调动，特意转租。 转租价2500，好房不等人，看中速速联系。 #上海租房##浦东租房##豆瓣上海租房##无中介费##上海·高行[地点]# ,05月19日 12:01,0,1,0,4,https://weibo.com/u/3860915968
13,用户5311986500,:#上海合租##上海租房无中介##浦东租房#@上海浦东租房联播 #嗨住上海租房##上海合租##上海租房##上海合租找室友# @上海租房 @上海租房无中介 @上海租房知道 @上海租房信息 @看房狗上海租房 @互助找房频道 @互助租房 @魔都租房 @上海租房无中介联盟 @上海租房合租公寓 @上海租房吧 @嗨住租房 @zuber-上海租房 招室友咯 限女生男生勿扰，随时可以入住，坐标：地铁8号线芦恒路站5分钟可达，东方康安家园朝南次卧（全新装修）房子房东直租，精装全配拎包入住周边配套设施齐全，门口就有生鲜超市一应俱全，周边餐饮娱乐健身房等等……看中联系我[微笑]月租1900元押一付一,05月19日 01:37,0,0,0,0,https://weibo.com/u/5311986500
15,用户5311986500,:#薛之谦我好像在哪见过你演唱会##上海合租##上海租房无中介##浦东租房#@上海浦东租房联播 #嗨住上海租房##上海合租##上海租房##上海合租找室友# @上海租房 @上海租房无中介 @上海租房知道 @上海租房信息 @看房狗上海租房 @互助找房频道 @互助租房 @魔都租房 @上海租房无中介联盟 @上海租房合租公寓 @上海租房吧 @嗨住租房 @zuber-上海租房 招室友咯 限女生男生勿扰，随时可以入住，坐标：地铁8号线芦恒路站5分钟可达，东方康安家园朝南次卧（新房全新装修），房子房东直租，精装全配拎包入住周边配套设施齐全，门口就有生鲜超市一应俱全，周边餐饮娱乐健身房等等……看中联系我[微笑]月租1900元押一付一（现在有一位小姐姐合同到期）,05月19日 01:29,0,0,0,0,https://weibo.com/u/5311986500
17,shuhan_Y,:#上海租房##浦东租房##豆瓣上海租房# 【找室友，限女生1人】浦东潍坊新村中层二室，蓝带斜对面，室友工作原因搬走，15平朝南，新装修已散味，不靠马路，全新家用电器；1分钟出门即公交车站，5分钟步行至菜场，附近地铁2469号线，2800押一付三，另水电煤气实用实缴，宽带每月50。租期至少半年，入住时间可商定，要求不养宠物不吸烟不带异性过夜 http://t.cn/Ryhpqpe,05月17日 18:55,0,2,3,1,https://weibo.com/u/2829713117
18,最新影院资源,:(租)思浦小区 2室1厅1卫 #上海租房##上海三林租房##浦东三林租房##浦东三林杨思路##浦东租房##三林租房# http://t.cn/R30IxdZ ,05月17日,0,0,0,2,https://weibo.com/u/5677879140
20,如风似雨v,:#川沙地铁站##浦东租房##上海租房# 浦东2号线川沙地铁站，次卧1800出租，无中介费，(现在一个妹纸在住，大概五月20左右空出来)，地铁口，小区叫 界龙花苑，到地铁站三四分钟，两室一厅一卫一厨的房子（精装94平），养了一只五个月大的萨摩耶，狗狗很乖，不会随地大小便，平时在我们卧室养着不会打扰到你，有需要合租的加我微信iloacc，或者电话17602185301。@上海租房无中介联盟 @上海租房君 @zuber上海租房 @应届毕业生上海租房 @豆瓣上海租房 @上海租房 http://t.cn/RVJk9aF,05月15日 17:44,0,0,3,7,https://weibo.com/u/5112413558
22,我想跟马云肩并肩,:浦东新区 精装修两房两厅 地铁口8号线 周边配套齐全 #上海租房##浦东租房##世博园# ,05月15日 12:16,0,1,0,7,https://weibo.com/u/5902583441
24,我想跟马云肩并肩,:浦东新区 长清路地铁口一居室 全智能家电 看中价格可谈#浦东租房##上海租房##世博园# ,05月14日 20:17,0,0,0,4,https://weibo.com/u/5902583441
26,无相_吃吃喝喝玩玩,:【上海转租】【上海合租】【男女不限】【浦东新区张江】因为工作原因现在要换地方住了，所以要把住的房子转出去。合租的是两个小姐姐，住在隔壁房间，平时也不怎么出房门，卫生间是跟两个小姐姐共用。价格：每月1900 押一付一，合同到9月10号，三个半月正好是短租，不想租就不续租了，想继续住跟房东说就好，隔壁的小姐姐都住3.4年了，入住时间6.10，如果你想提前住也可以，我们可以商量，其实我随时可以走，水和网免费，电费和隔壁屋小姐姐平摊。房间：我也分不清是不是朝南的，反正只要是晴天，每天都会有阳光洒进来，带了一个不算小的飘窗，一张双人床，有衣柜有桌子椅子，外面厅有冰箱，厕所有洗衣机。地址：上海市浦东新区张江玉兰香苑四期，近上海地铁2号线广兰路，公交车到地铁站平均15分钟车程，不堵车的话10分钟就到了，门口就是公交车站，5分钟来一次车，小区门口也有很多共享单车，出行非常方便。周边：离家200米左右的地方就是家乐福 肯德基，买东西非常方便，然后离家前一站，大概300米左右，是一个全是卖吃的地方，烧烤店快餐店奶茶店药店水果店应有尽有，如果你不想走300米，从后门走出去也都是卖吃的地方。关于看房子：虽然我平时上班，但是我家里人来上海住一阵，所以想看房子随时都可以。还有不清楚的可以私信问我。#上海租房# #上海短租房# #上海转租# #浦东租房# #豆瓣上海租房# #豆瓣租房# @上海租房 @魔都租房 @上海无中介租房 @应届毕业生上海租房 @上海租房无中介联盟,05月14日 13:53,0,4,21,12,https://weibo.com/u/1882474023
28,scxn,:#上海租房##浦东租房##豆瓣上海租房##豆瓣浦东租房# 转租16号线鹤沙航城地铁站旁瑞馨苑小区两室两厅的次卧，价格1300块，水电煤根据账单另外交。主卧住一对情侣，次卧要求是一个女生，讲卫生，无不良嗜好。 上海·瑞馨苑 ,05月13日 11:35,0,0,0,7,https://weibo.com/u/2995035537
29,你才没有肚脐眼,:浦东新区求一居室！不要隔断！在十一号线三林、三林东、浦三路、御桥、罗山、秀沿、康新公路沿站都可以！@上海租房吧 @魔都租房 @上海无中介租房 @上海租房无中介联盟 @上海租房 #上海租房##浦东租房##上海租房信息##上海租房互助#@zuber上海租房 @房天下上海租房 @上海租房联播 @互助租房 @互助找房频道 @上海租房互助 谢谢[作揖],05月13日,0,0,2,15,https://weibo.com/alicefye
31,上海租房专属,:2号线两室整租#浦东租房##上海租房##豆瓣上海租房# 个人房源转租#无中介费# 小姐姐因为工作调动，故忍痛割爱。重点来了，兰花小区，两室一厅一卫，2号线世纪公园地铁站附近，步行七八分钟即可到达。  ,05月12日 14:57,0,2,0,7,https://weibo.com/u/3860915968
33,上海租房专属,:#浦东租房##豆瓣上海租房##上海租房# 9号线泗泾站412米 万业梦立方 独立卫生间 交通便利 温馨舒适[二哈][二哈]  ,05月12日 12:24,0,1,1,2,https://weibo.com/u/3860915968
35,我想跟马云肩并肩,:浦东新区 杨思路8号线 精装修三房 首次出租 报价7400价格好谈#浦东租房##上海租房##世博园# ,05月11日 10:42,0,0,0,0,https://weibo.com/u/5902583441
37,奉微为主,:#豆瓣租房# #浦东租房# #上海租房# 上海租房浦东新区六号线德平路500米，直达世纪大道十分钟，此房为一室一厅整租朝南户型，54平，中低楼层，精装全配，欢迎咨询。[喵喵][喵喵][喵喵] ,05月09日 20:20,0,2,0,24,https://weibo.com/u/6467327569
38,Yufee要上进,:工作变动需要再浦东租房，有合适房子砸给我呗#上海浦东租房联播##浦东租房##豆瓣浦东租房# ,05月09日,0,0,0,2,https://weibo.com/u/2313260130
39,上海租房专属,浦东租房# #豆瓣上海租房# #上海租房#,05月07日,1,0,0,2,https://weibo.com/u/3860915968
41,上海租房专属,:#浦东租房##豆瓣上海租房##上海租房# 9号线泗泾站412米 万业梦立方 独立卫生间 交通便利，温馨舒适 海门·三和镇 ,05月07日 15:04,0,0,0,4,https://weibo.com/u/3860915968
43,我想跟马云肩并肩,:浦东新区 上南二村 耀华路78号线 中上装修一室户#浦东租房##上海租房##世博园# 上海·德州三村 ,05月07日 14:42,0,0,0,6,https://weibo.com/u/5902583441
44,满脑子薛谦谦,:#上海租房##上海转租##浦东租房# 求上海曹路的房子，预算1400以下，干净，公共厨房，有的带图和价格联系，谢谢！ ,05月07日,0,1,3,7,https://weibo.com/u/5268197921
46,上海租房专属,:#浦东租房##豆瓣上海租房##上海租房# 6 号线港城路站539米港城新苑，独立大阳台，温馨舒适，拎包入住。濒临外高桥保税区，交通便利，购物方便。 上海·高行镇 ,05月06日 20:26,0,2,0,9,https://weibo.com/u/3860915968
48,上海租房专属,:#上海租房##浦东租房##豆瓣上海租房# 6号地铁线东靖站浦江东旭公寓，离地铁站近5分钟。豪华装修，观景阳台，拎包入住，你值得拥有！ 上海·高行镇 ,05月05日 21:19,0,1,0,4,https://weibo.com/u/3860915968
50,豌豆众创基地,:这辈子，做不了男女朋友，做不了前任，做不了夫妻，做不了同学，你能不能给我个机会？做我的客户，我宠你[害羞]#上海租房##上海浦东租房##浦东租房##上海松江租房##上海嘉定租房##上海租房大家帮##上海租房非中介##上海豌豆# ,05月03日 17:38,0,0,0,0,https://weibo.com/u/5627607851
52,我想跟马云肩并肩,:浦东新区 上钢八村 南北两房 长清路地铁口 价格实惠 #浦东租房##上海租房##世博园# ,05月03日 17:24,0,0,0,2,https://weibo.com/u/5902583441
54,奉微为主,:#浦东租房# #豆瓣租房# #上海租房# 阳光城modo，2号线唐镇地铁口零距离，一室整租朝南loft户型，电梯房高楼层，欢迎咨询。[喵喵][喵喵][喵喵] ,05月03日 13:58,0,5,0,14,https://weibo.com/u/6467327569
56,上海租房专属,:6号地铁沿线东靖路浦江东旭公寓，可办居住证1990。#浦东租房##上海租房##豆瓣上海租房# ,05月01日 09:14,0,0,1,18,https://weibo.com/u/3860915968
58,上海租房专属,:#浦东租房##上海租房# 6号线东靖路沿线 青租界国际青年旅社，一室户，2280元。 ,04月30日 21:08,0,0,0,15,https://weibo.com/u/3860915968
60,上海租房专属,:#上海租房##租房##真实房源##浦东租房#  为您筛选，各大地铁沿线，优质房源[太开心]求合租，找室友，希望海漂的人都能找到属于自己的小窝[鼓掌][鼓掌]咨询可联系zmna1995 上海·高行 ,04月30日 20:35,0,0,0,15,https://weibo.com/u/3860915968
